"ID","Title","ShortTitle","Identifier","Summary","Modified","ReasonDelivery","ExplanatoryText","Language","Catalog","Frequency","Period","ShortDescription","Description","DefaultPresentation","DefaultSelection","GraphTypes","OutputStatus","Source","MetaDataModified","SearchPriority"
0,"Woonplaatsen in Nederland 2017","Woonplaatsen in Nederland 2017","83689NED","Woonplaatsen, BAG-woonplaatsen, gemeenten, namen en codes
Woonplaatsen per gemeente, provincie en landsdeel","2017-03-15T02:00:00","Nieuw","","nl","CBS","Eenmalig","2017","
Deze tabel geeft een overzicht van woonplaatsen die op 1 januari 2017 in Nederland bestonden. 
Naast de woonplaatsnaam zijn ook de namen van de gemeente, de provincie en het landsdeel waartoe de woonplaats behoort opgenomen in de tabel. 

De bron voor de namen van woonplaatsen is de woonplaatsindeling volgens de BAG (Basisregistratie Adressen en Gebouwen). De BAG-gegevens zijn continu aan verandering onderhevig en kunnen maandelijks worden aangepast. In deze publicatie van Woonplaatsen in Nederland zijn de woonplaatsen opgenomen die op 1 januari 2017 bestonden volgens het BAG-extract van 8 februari 2017.

Op 1 januari 2017 waren er in Nederland 2502 woonplaatsen in 388 gemeenten. 

Gegevens beschikbaar over: 2017

Status van de cijfers:
De cijfers in deze tabel zijn voorlopig, aangezien de bron (Basisregistratie Adressen en Gebouwen) aan verandering onderhevig is. Er worden geen definitieve cijfers gepubliceerd.

Wijzigingen per 15 maart 2017
Dit is een nieuwe tabel.

Wanneer komen er nieuwe cijfers?
Elk voorjaar wordt een nieuwe tabel met de dan meest recente woonplaatsenindeling samengesteld. 

","Woonplaatsen in Nederland 2017
INHOUDSOPGAVE

1. Toelichting
2. Definities en verklaring van symbolen
3. Koppelingen naar relevante tabellen en artikelen
4. Bronnen en methoden
5. Meer informatie


1. TOELICHTING

Deze tabel geeft een overzicht van woonplaatsen die op 1 januari 2017 in Nederland bestonden. 
Naast de woonplaatsnaam zijn ook de namen van de gemeente, de provincie en het landsdeel waartoe de woonplaats behoort opgenomen in de tabel. 

De bron voor de namen van woonplaatsen is de woonplaatsindeling volgens de BAG (Basisregistratie Adressen en Gebouwen). De BAG-gegevens zijn continu aan verandering onderhevig en kunnen maandelijks worden aangepast. In deze publicatie van Woonplaatsen in Nederland zijn de woonplaatsen opgenomen die op 1 januari 2017 bestonden volgens het BAG-extract van 8 februari 2017.

Op 1 januari 2017 waren er in Nederland 2502 woonplaatsen in 388 gemeenten. 

Gegevens beschikbaar over: 2017

Status van de cijfers:
De cijfers in deze tabel zijn voorlopig, aangezien de bron (Basisregistratie Adressen en Gebouwen) aan verandering onderhevig is. Er worden geen definitieve cijfers gepubliceerd.

Wijzigingen per 15 maart 2017
Dit is een nieuwe tabel.

Wanneer komen er nieuwe cijfers?
Elk voorjaar wordt een nieuwe tabel met de dan meest recente woonplaatsenindeling samengesteld. 


2. DEFINITIES EN VERKLARING VAN SYMBOLEN

Definities:

Woonplaats
Tot de woonplaatsen in Nederland zijn gerekend de zogenaamde BAG-woonplaatsen, die door gemeenten bij introductie van de BAG, of daarna, formeel bij woonplaatsbesluit zijn vastgesteld. De lijst van BAG-woonplaatsen bevat naast de naam van de woonplaats, de gemeente, de provincie en het landsdeel waartoe de woonplaats behoort en een uniek nummer (de woonplaatscode per 1 januari 2017). Wanneer een BAG-woonplaats gedeeltelijk in de ene gemeente en gedeeltelijk in een andere gemeente ligt, komt deze twee keer voor en met verschillende woonplaatscodes.

Gemeente
De gemeentelijke indeling heeft betrekking op de bestuurlijke indeling op 1 januari 2017. De gemeente is de kleinste lokale bestuurseenheid, vastgesteld door de Staten-Generaal. 
De namen van gemeenten zijn dan ook -in tegenstelling tot woonplaatsnamen- formeel bij wet vastgelegd.

Verklaring van symbolen:

niets (blanco)	: het cijfer kan op logische gronden niet voorkomen
. 		: het cijfer is onbekend, onvoldoende betrouwbaar of geheim
*		: voorlopige cijfers
**		: nader voorlopige cijfers


3. KOPPELINGEN NAAR RELEVANTE TABELLEN EN ARTIKELEN

Relevante tabellen:
Alle tabellen met betrekking tot Gebieden in Nederland vindt u in het thema <a href='http://statline.cbs.nl/StatWeb/dome/?LA=nl&TH=4450'>Nederland regionaal/Regionale indelingen/Gebieden in Nederland</a>.

Een historisch overzicht van alle gebieden is te vinden in de tabel <a href='http://statline.cbs.nl/StatWeb/selection/?DM=SLNL&PA=70739NED&VW=T
'>Gebieden; overzicht vanaf 1830</a>.

Tabellen met betrekking tot woonplaatsen van eerdere jaren vindt u in het thema <a href='http://statline.cbs.nl/StatWeb/dome/?LA=nl&TH=4460'>Nederland regionaal/Regionale indelingen/Woonplaatsen in Nederland</a>.

Een verdiepingsdocument over woonplaatsen in de BAG is te vinden op de website van het Kadaster: <a href='https://www.kadaster.nl/web/artikel/download/BAG-verdiepingsdocument-woonplaatsen-1.htm'>BAG verdiepingsdocument woonplaatsen</a>


4. BRONNEN EN METHODEN 

De bron voor de codes en namen van woonplaatsen is de woonplaatsindeling volgens de BAG (Basisregistratie Adressen en Gebouwen). De BAG-gegevens zijn continu aan verandering onderhevig en kunnen maandelijks worden aangepast. In de huidige tabel Woonplaatsen in Nederland 2017 zijn de woonplaatsen opgenomen die op 1 januari 2017 bestonden volgens het BAG-extract van 8 februari 2017. <a href='https://www.cbs.nl/nl-NL/menu/informatie/deelnemers-enquetes/decentrale-overheid/vastgoed/bag/default.htm'>Meer informatie over de BAG</a>.

De woonplaatsen uit de BAG worden gekoppeld aan de gemeente, de provincie en het landsdeel waarbinnen de woonplaats zich bevindt. Deze gegevens zijn afkomstig uit de CBS publicatie Gebieden in Nederland. De onderzoeksmethode van deze tabel is te vinden in de <a href='https://www.cbs.nl/nl-nl/onze-diensten/methoden/onderzoeksomschrijvingen/korte-onderzoeksbeschrijvingen/gebieden-in-nederland'>onderzoeksbeschrijving Gebieden in Nederland</a>..


5. MEER INFORMATIE

<a href='https://www.cbs.nl/nl-nl/over-ons/contact/infoservice'>Infoservice</a>

Copyright © Centraal Bureau voor de Statistiek, Den Haag/Heerlen
Verveelvoudiging is toegestaan, mits het CBS als bron wordt vermeld.
","graphType=table","$filter=((Woonplaatsen eq 'WP2826') or (Woonplaatsen eq 'WP1348') or (Woonplaatsen eq 'WP1070') or (Woonplaatsen eq 'WP1349') or (Woonplaatsen eq 'WP3635') or (Woonplaatsen eq 'WP1350') or (Woonplaatsen eq 'WP1351') or (Woonplaatsen eq 'WP1352') or (Woonplaatsen eq 'WP3636') or (Woonplaatsen eq 'WP1353') or (Woonplaatsen eq 'WP3488') or (Woonplaatsen eq 'WP1354') or (Woonplaatsen eq 'WP1355') or (Woonplaatsen eq 'WP2139') or (Woonplaatsen eq 'WP1356') or (Woonplaatsen eq 'WP1357') or (Woonplaatsen eq 'WP2787') or (Woonplaatsen eq 'WP1358') or (Woonplaatsen eq 'WP1359') or (Woonplaatsen eq 'WP1360') or (Woonplaatsen eq 'WP2827') or (Woonplaatsen eq 'WP1361'))&$select=Woonplaatsen, Woonplaatscode_1, Naam_2, Code_3, Naam_4, Code_5, Naam_6, Code_7&k=Topics&r=Woonplaatsen","Table","Regulier","CBS.","2017-03-15T02:00:00","2"
